Ref,Val,Package,PosX,PosY,Rot,Side
"D15","LED","LED_0805_2012Metric",61.292000,-167.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",161.292000,-167.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",261.292000,-167.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",61.292000,-219.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",161.292000,-219.090000,0.000000,top
"D15","LED","LED_0805_2012Metric",261.292000,-219.090000,0.000000,top
"D17","LED","LED_0805_2012Metric",172.468000,-140.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",72.468000,-36.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",172.468000,-36.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",272.468000,-244.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",272.468000,-36.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",172.468000,-244.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",72.468000,-244.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",272.468000,-192.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",172.468000,-192.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",72.468000,-88.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",72.468000,-192.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",272.468000,-140.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",172.468000,-88.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",272.468000,-88.998000,0.000000,top
"D17","LED","LED_0805_2012Metric",72.468000,-140.998000,0.000000,top
"D18","LED","LED_0805_2012Metric",275.262000,-125.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",75.262000,-125.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",75.262000,-73.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",175.262000,-73.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",275.262000,-21.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",175.262000,-21.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",275.262000,-73.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",75.262000,-21.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",175.262000,-125.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",75.262000,-177.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",175.262000,-177.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",275.262000,-177.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",275.262000,-229.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",175.262000,-229.504000,90.000000,top
"D18","LED","LED_0805_2012Metric",75.262000,-229.504000,90.000000,top
"D19","LED","LED_0805_2012Metric",183.200000,-219.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",83.200000,-115.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",283.200000,-63.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",183.200000,-63.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",83.200000,-63.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",183.200000,-115.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",283.200000,-11.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",83.200000,-167.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",183.200000,-11.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",83.200000,-11.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",283.200000,-115.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",183.200000,-167.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",283.200000,-167.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",283.200000,-219.000000,180.000000,top
"D19","LED","LED_0805_2012Metric",83.200000,-219.000000,180.000000,top
"D20","LED","LED_0805_2012Metric",191.264000,-230.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",91.264000,-126.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",91.264000,-178.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",191.264000,-178.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",291.264000,-178.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",91.264000,-230.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",91.264000,-22.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",191.264000,-22.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",291.264000,-22.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",91.264000,-74.520000,90.000000,top
"D20","LED","LED_0805_2012Metric",191.264000,-74.520000,90.000000,top
